fila_id,venta_id,cliente_id,producto_id,fecha_compra,año,mes_texto,origen,cantidad,precio_unitario,monto
F-1531,FT-934713,CL-279,PRD-FD008,05/08/2023,2023,agosto,Simulada,3,21950,65850
F-1532,FT-934713,CL-260,PRD-FD011,05/08/2023,2023,agosto,Simulada,2,5520,11040
F-1533,FT-934714,CL-113,PRD-FD026,04/08/2023,2023,agosto,Simulada,2,8750,17500
F-1534,FT-934714,CL-274,PRD-FD034,04/08/2023,2023,agosto,Simulada,2,21950,43900
F-1535,FT-934714,CL-256,PRD-FD021,04/08/2023,2023,agosto,Simulada,2,85950,171900
F-1536,FT-934715,CL-274,PRD-FD033,03/08/2023,2023,agosto,Simulada,4,103950,415800
F-1537,FT-934715,CL-173,PRD-FD012,03/08/2023,2023,agosto,Simulada,4,48950,195800
F-1538,FT-934716,CL-276,PRD-FD029,03/08/2023,2023,agosto,Simulada,2,20950,41900
F-1539,FT-934717,CL-253,PRD-FD032,02/08/2023,2023,agosto,Simulada,1,39950,39950
F-1540,FT-934717,CL-276,PRD-FD038,02/08/2023,2023,agosto,Simulada,4,103950,415800
F-1541,FT-934717,CL-232,PRD-FD040,02/08/2023,2023,agosto,Simulada,4,18400,73600
F-1542,FT-934718,CL-243,PRD-FD028,02/08/2023,2023,agosto,Simulada,4,85950,343800
F-1543,FT-934718,CL-204,PRD-FD019,01/08/2023,2023,agosto,Simulada,1,31408,31408
F-1544,FT-934718,CL-208,PRD-FD036,01/08/2023,2023,agosto,Simulada,3,26500,79500
F-1545,FT-934719,CL-211,PRD-FD009,31/07/2023,2023,julio,Simulada,2,16950,33900
F-1546,FT-934719,CL-039,PRD-FD039,30/07/2023,2023,julio,Simulada,3,16950,50850
F-1547,FT-934719,CL-119,PRD-FD033,30/07/2023,2023,julio,Simulada,2,48350,96700
F-1548,FT-934719,CL-064,PRD-FD009,30/07/2023,2023,julio,Simulada,2,5520,11040
F-1549,FT-934719,CL-085,PRD-FD032,29/07/2023,2023,julio,Simulada,1,16950,16950
F-1550,FT-934720,CL-227,PRD-FD022,29/07/2023,2023,julio,Simulada,2,127950,255900
F-1551,FT-934720,CL-120,PRD-FD021,27/07/2023,2023,julio,Simulada,2,87950,175900
F-1552,FT-934720,CL-273,PRD-FD024,27/07/2023,2023,julio,Simulada,2,16950,33900
F-1553,FT-934720,CL-057,PRD-FD002,25/07/2023,2023,julio,Simulada,3,20950,62850
F-1554,FT-934721,CL-113,PRD-FD002,25/07/2023,2023,julio,Simulada,1,16950,16950
F-1555,FT-934721,CL-286,PRD-FD005,24/07/2023,2023,julio,Simulada,2,27300,54600
F-1556,FT-934721,CL-293,PRD-FD035,24/07/2023,2023,julio,Simulada,1,31408,31408
F-1557,FT-934721,CL-018,PRD-FD037,24/07/2023,2023,julio,Simulada,2,18400,36800
F-1558,FT-934722,CL-267,PRD-FD030,24/07/2023,2023,julio,Simulada,4,68450,273800
F-1559,FT-934722,CL-121,PRD-FD033,23/07/2023,2023,julio,Simulada,2,31408,62816
F-1560,FT-934722,CL-044,PRD-FD019,23/07/2023,2023,julio,Simulada,3,68950,206850
F-1561,FT-934723,CL-180,PRD-FD016,23/07/2023,2023,julio,Simulada,3,124080,372240
F-1562,FT-934723,CL-128,PRD-FD010,23/07/2023,2023,julio,Simulada,1,20950,20950
F-1563,FT-934723,CL-045,PRD-FD036,23/07/2023,2023,julio,Simulada,1,42550,42550
F-1564,FT-934723,CL-040,PRD-FD018,23/07/2023,2023,julio,Simulada,2,18400,36800
F-1565,FT-934723,CL-227,PRD-FD020,23/07/2023,2023,julio,Simulada,3,124080,372240
F-1566,FT-934724,CL-258,PRD-FD035,22/07/2023,2023,julio,Simulada,3,21950,65850
F-1567,FT-934724,CL-057,PRD-FD013,21/07/2023,2023,julio,Simulada,4,26500,106000
F-1568,FT-934725,CL-161,PRD-FD008,21/07/2023,2023,julio,Simulada,2,11950,23900
F-1569,FT-934725,CL-175,PRD-FD014,21/07/2023,2023,julio,Simulada,3,9600,28800
F-1570,FT-934725,CL-283,PRD-FD003,21/07/2023,2023,julio,Simulada,2,10900,21800
F-1571,FT-934726,CL-085,PRD-FD038,20/07/2023,2023,julio,Simulada,4,169950,679800
F-1572,FT-934726,CL-010,PRD-FD017,19/07/2023,2023,julio,Simulada,1,68450,68450
F-1573,FT-934726,CL-132,PRD-FD013,18/07/2023,2023,julio,Simulada,1,16950,16950
F-1574,FT-934726,CL-240,PRD-FD034,18/07/2023,2023,julio,Simulada,4,124080,496320
F-1575,FT-934727,CL-100,PRD-FD033,17/07/2023,2023,julio,Simulada,1,127950,127950
F-1576,FT-934728,CL-270,PRD-FD011,17/07/2023,2023,julio,Simulada,1,16500,16500
F-1577,FT-934728,CL-275,PRD-FD015,17/07/2023,2023,julio,Simulada,3,68950,206850
F-1578,FT-934729,CL-149,PRD-FD004,16/07/2023,2023,julio,Simulada,2,21950,43900
F-1579,FT-934729,CL-154,PRD-FD008,16/07/2023,2023,julio,Simulada,2,8750,17500
F-1580,FT-934729,CL-017,PRD-FD005,15/07/2023,2023,julio,Simulada,3,16950,50850
F-1581,FT-934729,CL-243,PRD-FD024,15/07/2023,2023,julio,Simulada,2,21450,42900
F-1582,FT-934729,CL-122,PRD-FD018,14/07/2023,2023,julio,Simulada,4,31408,125632
F-1583,FT-934730,CL-264,PRD-FD010,14/07/2023,2023,julio,Simulada,1,25950,25950
F-1584,FT-934730,CL-071,PRD-FD031,13/07/2023,2023,julio,Simulada,1,42550,42550
F-1585,FT-934730,CL-049,PRD-FD037,13/07/2023,2023,julio,Simulada,3,16950,50850
F-1586,FT-934730,CL-272,PRD-FD014,12/07/2023,2023,julio,Simulada,2,85950,171900
F-1587,FT-934731,CL-001,PRD-FD015,12/07/2023,2023,julio,Simulada,4,8750,35000
F-1588,FT-934731,CL-178,PRD-FD011,12/07/2023,2023,julio,Simulada,2,68950,137900
F-1589,FT-934731,CL-272,PRD-FD008,12/07/2023,2023,julio,Simulada,3,68950,206850
F-1590,FT-934732,CL-012,PRD-FD037,12/07/2023,2023,julio,Simulada,1,103950,103950
F-1591,FT-934732,CL-221,PRD-FD006,12/07/2023,2023,julio,Simulada,4,21450,85800
F-1592,FT-934732,CL-237,PRD-FD014,11/07/2023,2023,julio,Simulada,2,8750,17500
F-1593,FT-934732,CL-035,PRD-FD037,11/07/2023,2023,julio,Simulada,2,39950,79900
F-1594,FT-934733,CL-163,PRD-FD028,11/07/2023,2023,julio,Simulada,2,65950,131900
F-1595,FT-934733,CL-217,PRD-FD030,10/07/2023,2023,julio,Simulada,3,127950,383850
F-1596,FT-934733,CL-022,PRD-FD004,10/07/2023,2023,julio,Simulada,2,26600,53200
F-1597,FT-934734,CL-280,PRD-FD029,07/07/2023,2023,julio,Simulada,2,79350,158700
F-1598,FT-934734,CL-210,PRD-FD038,07/07/2023,2023,julio,Simulada,1,68950,68950
F-1599,FT-934734,CL-295,PRD-FD028,06/07/2023,2023,julio,Simulada,4,79350,317400
F-1600,FT-934734,CL-123,PRD-FD006,06/07/2023,2023,julio,Simulada,3,8750,26250
F-1601,FT-934735,CL-065,PRD-FD022,06/07/2023,2023,julio,Simulada,3,9600,28800
F-1602,FT-934736,CL-198,PRD-FD040,05/07/2023,2023,julio,Simulada,1,21950,21950
F-1603,FT-934736,CL-246,PRD-FD018,04/07/2023,2023,julio,Simulada,1,25950,25950
F-1604,FT-934736,CL-024,PRD-FD015,04/07/2023,2023,julio,Simulada,3,18400,55200
F-1605,FT-934736,CL-193,PRD-FD007,04/07/2023,2023,julio,Simulada,1,11300,11300
F-1606,FT-934737,CL-070,PRD-FD010,04/07/2023,2023,julio,Simulada,1,124080,124080
F-1607,FT-934737,CL-022,PRD-FD023,03/07/2023,2023,julio,Simulada,2,169950,339900
F-1608,FT-934737,CL-135,PRD-FD032,03/07/2023,2023,julio,Simulada,4,39950,159800
F-1609,FT-934737,CL-261,PRD-FD015,03/07/2023,2023,julio,Simulada,2,5520,11040
F-1610,FT-934738,CL-245,PRD-FD034,02/07/2023,2023,julio,Simulada,1,10900,10900
F-1611,FT-934738,CL-140,PRD-FD002,01/07/2023,2023,julio,Simulada,3,21950,65850
F-1612,FT-934738,CL-135,PRD-FD026,01/07/2023,2023,julio,Simulada,1,7950,7950
F-1613,FT-934739,CL-048,PRD-FD006,30/06/2023,2023,junio,Simulada,3,169950,509850
F-1614,FT-934740,CL-033,PRD-FD014,30/06/2023,2023,junio,Simulada,3,79350,238050
F-1615,FT-934741,CL-257,PRD-FD025,30/06/2023,2023,junio,Simulada,1,68950,68950
F-1616,FT-934741,CL-218,PRD-FD023,30/06/2023,2023,junio,Simulada,4,25950,103800
F-1617,FT-934741,CL-296,PRD-FD034,29/06/2023,2023,junio,Simulada,4,16950,67800
F-1618,FT-934741,CL-188,PRD-FD013,29/06/2023,2023,junio,Simulada,1,48350,48350
F-1619,FT-934741,CL-123,PRD-FD033,29/06/2023,2023,junio,Simulada,3,26500,79500
F-1620,FT-934742,CL-141,PRD-FD024,29/06/2023,2023,junio,Simulada,1,68450,68450
F-1621,FT-934742,CL-274,PRD-FD030,28/06/2023,2023,junio,Simulada,3,87950,263850
F-1622,FT-934742,CL-116,PRD-FD017,28/06/2023,2023,junio,Simulada,1,25950,25950
F-1623,FT-934742,CL-110,PRD-FD024,27/06/2023,2023,junio,Simulada,3,42550,127650
F-1624,FT-934743,CL-063,PRD-FD031,27/06/2023,2023,junio,Simulada,3,103950,311850
F-1625,FT-934743,CL-089,PRD-FD020,27/06/2023,2023,junio,Simulada,4,20950,83800
F-1626,FT-934743,CL-116,PRD-FD001,26/06/2023,2023,junio,Simulada,3,16950,50850
F-1627,FT-934744,CL-298,PRD-FD002,26/06/2023,2023,junio,Simulada,1,5520,5520
F-1628,FT-934744,CL-149,PRD-FD004,26/06/2023,2023,junio,Simulada,3,25950,77850
F-1629,FT-934744,CL-129,PRD-FD017,26/06/2023,2023,junio,Simulada,1,31408,31408
F-1630,FT-934744,CL-247,PRD-FD004,25/06/2023,2023,junio,Simulada,2,68950,137900
F-1631,FT-934745,CL-089,PRD-FD026,25/06/2023,2023,junio,Simulada,4,127950,511800
F-1632,FT-934745,CL-107,PRD-FD003,24/06/2023,2023,junio,Simulada,4,8750,35000
F-1633,FT-934745,CL-103,PRD-FD004,24/06/2023,2023,junio,Simulada,4,31408,125632
F-1634,FT-934745,CL-210,PRD-FD037,23/06/2023,2023,junio,Simulada,1,169950,169950
F-1635,FT-934746,CL-223,PRD-FD036,23/06/2023,2023,junio,Simulada,1,150950,150950
F-1636,FT-934746,CL-297,PRD-FD003,23/06/2023,2023,junio,Simulada,2,39950,79900
F-1637,FT-934746,CL-291,PRD-FD004,22/06/2023,2023,junio,Simulada,3,127950,383850
F-1638,FT-934747,CL-077,PRD-FD015,22/06/2023,2023,junio,Simulada,4,48950,195800
F-1639,FT-934747,CL-271,PRD-FD020,22/06/2023,2023,junio,Simulada,4,21450,85800
F-1640,FT-934747,CL-078,PRD-FD027,20/06/2023,2023,junio,Simulada,3,21950,65850
F-1641,FT-934748,CL-026,PRD-FD036,19/06/2023,2023,junio,Simulada,2,26500,53000
F-1642,FT-934748,CL-178,PRD-FD010,18/06/2023,2023,junio,Realista,4,65950,263800
F-1643,FT-934748,CL-073,PRD-FD040,16/06/2023,2023,junio,Realista,3,79350,238050
F-1644,FT-934748,CL-026,PRD-FD012,15/06/2023,2023,junio,Realista,4,16500,66000
F-1645,FT-934749,CL-226,PRD-FD018,15/06/2023,2023,junio,Realista,2,26600,53200
F-1646,FT-934749,CL-282,PRD-FD039,14/06/2023,2023,junio,Realista,1,10900,10900
F-1647,FT-934749,CL-008,PRD-FD008,14/06/2023,2023,junio,Realista,1,25950,25950
F-1648,FT-934750,CL-122,PRD-FD039,13/06/2023,2023,junio,Realista,1,42550,42550
F-1649,FT-934750,CL-231,PRD-FD005,12/06/2023,2023,junio,Realista,3,26600,79800
F-1650,FT-934750,CL-283,PRD-FD002,12/06/2023,2023,junio,Realista,1,21950,21950
F-1651,FT-934750,CL-293,PRD-FD033,11/06/2023,2023,junio,Realista,3,17950,53850
F-1652,FT-934750,CL-034,PRD-FD025,11/06/2023,2023,junio,Realista,2,26500,53000
F-1653,FT-934751,CL-096,PRD-FD018,10/06/2023,2023,junio,Realista,4,25950,103800
F-1654,FT-934751,CL-201,PRD-FD012,10/06/2023,2023,junio,Realista,4,87950,351800
F-1655,FT-934751,CL-156,PRD-FD024,09/06/2023,2023,junio,Simulada,4,103950,415800
F-1656,FT-934751,CL-054,PRD-FD026,09/06/2023,2023,junio,Simulada,1,21950,21950
F-1657,FT-934751,CL-140,PRD-FD025,09/06/2023,2023,junio,Simulada,3,26600,79800
F-1658,FT-934752,CL-223,PRD-FD036,08/06/2023,2023,junio,Simulada,4,150950,603800
F-1659,FT-934752,CL-081,PRD-FD024,08/06/2023,2023,junio,Simulada,4,150950,603800
F-1660,FT-934752,CL-277,PRD-FD003,08/06/2023,2023,junio,Simulada,1,48350,48350
F-1661,FT-934753,CL-167,PRD-FD033,08/06/2023,2023,junio,Simulada,2,68450,136900
F-1662,FT-934753,CL-096,PRD-FD006,07/06/2023,2023,junio,Simulada,1,81050,81050
F-1663,FT-934753,CL-093,PRD-FD036,06/06/2023,2023,junio,Simulada,3,16950,50850
F-1664,FT-934753,CL-221,PRD-FD009,05/06/2023,2023,junio,Simulada,3,11300,33900
F-1665,FT-934754,CL-029,PRD-FD003,04/06/2023,2023,junio,Simulada,4,48950,195800
F-1666,FT-934754,CL-057,PRD-FD017,03/06/2023,2023,junio,Simulada,2,21950,43900
F-1667,FT-934754,CL-162,PRD-FD033,03/06/2023,2023,junio,Simulada,3,18400,55200
F-1668,FT-934755,CL-005,PRD-FD008,03/06/2023,2023,junio,Simulada,3,127950,383850
F-1669,FT-934756,CL-249,PRD-FD029,01/06/2023,2023,junio,Simulada,1,5520,5520
F-1670,FT-934756,CL-021,PRD-FD040,01/06/2023,2023,junio,Simulada,2,48350,96700
F-1671,FT-934756,CL-015,PRD-FD027,31/05/2023,2023,mayo,Simulada,3,85950,257850
F-1672,FT-934756,CL-081,PRD-FD019,31/05/2023,2023,mayo,Simulada,3,16950,50850
F-1673,FT-934757,CL-127,PRD-FD024,29/05/2023,2023,mayo,Simulada,2,25950,51900
F-1674,FT-934758,CL-248,PRD-FD038,29/05/2023,2023,mayo,Simulada,2,26600,53200
F-1675,FT-934759,CL-118,PRD-FD008,29/05/2023,2023,mayo,Simulada,2,79350,158700
F-1676,FT-934759,CL-158,PRD-FD026,28/05/2023,2023,mayo,Simulada,2,62950,125900
F-1677,FT-934760,CL-010,PRD-FD014,28/05/2023,2023,mayo,Simulada,3,9600,28800
F-1678,FT-934760,CL-143,PRD-FD021,27/05/2023,2023,mayo,Simulada,3,169950,509850
F-1679,FT-934760,CL-076,PRD-FD011,27/05/2023,2023,mayo,Simulada,1,48950,48950
F-1680,FT-934761,CL-084,PRD-FD027,27/05/2023,2023,mayo,Simulada,4,48950,195800
F-1681,FT-934761,CL-184,PRD-FD034,25/05/2023,2023,mayo,Simulada,3,26500,79500
F-1682,FT-934761,CL-257,PRD-FD024,24/05/2023,2023,mayo,Simulada,1,16500,16500
F-1683,FT-934761,CL-082,PRD-FD015,24/05/2023,2023,mayo,Simulada,4,103950,415800
F-1684,FT-934761,CL-276,PRD-FD019,24/05/2023,2023,mayo,Simulada,1,26500,26500
F-1685,FT-934762,CL-267,PRD-FD012,24/05/2023,2023,mayo,Simulada,4,42550,170200
F-1686,FT-934762,CL-239,PRD-FD025,24/05/2023,2023,mayo,Simulada,1,26600,26600
F-1687,FT-934762,CL-168,PRD-FD024,24/05/2023,2023,mayo,Simulada,4,48350,193400
F-1688,FT-934762,CL-249,PRD-FD034,22/05/2023,2023,mayo,Simulada,4,17950,71800
F-1689,FT-934763,CL-021,PRD-FD029,22/05/2023,2023,mayo,Simulada,4,127950,511800
F-1690,FT-934763,CL-192,PRD-FD004,22/05/2023,2023,mayo,Simulada,2,26600,53200
F-1691,FT-934763,CL-046,PRD-FD005,21/05/2023,2023,mayo,Simulada,3,39950,119850
F-1692,FT-934763,CL-187,PRD-FD036,21/05/2023,2023,mayo,Simulada,3,21950,65850
F-1693,FT-934763,CL-273,PRD-FD021,21/05/2023,2023,mayo,Simulada,1,21450,21450
F-1694,FT-934764,CL-217,PRD-FD027,19/05/2023,2023,mayo,Simulada,1,20950,20950
F-1695,FT-934764,CL-053,PRD-FD040,18/05/2023,2023,mayo,Simulada,4,21950,87800
F-1696,FT-934764,CL-072,PRD-FD007,18/05/2023,2023,mayo,Simulada,1,150950,150950
F-1697,FT-934764,CL-108,PRD-FD029,18/05/2023,2023,mayo,Simulada,1,26500,26500
F-1698,FT-934765,CL-175,PRD-FD040,17/05/2023,2023,mayo,Simulada,3,169950,509850
F-1699,FT-934765,CL-054,PRD-FD033,17/05/2023,2023,mayo,Simulada,1,16950,16950
F-1700,FT-934765,CL-140,PRD-FD034,17/05/2023,2023,mayo,Simulada,4,25950,103800
F-1701,FT-934765,CL-047,PRD-FD006,16/05/2023,2023,mayo,Simulada,3,21450,64350
F-1702,FT-934765,CL-052,PRD-FD018,16/05/2023,2023,mayo,Simulada,2,127950,255900
F-1703,FT-934766,CL-034,PRD-FD030,16/05/2023,2023,mayo,Simulada,4,11300,45200
F-1704,FT-934767,CL-034,PRD-FD039,15/05/2023,2023,mayo,Simulada,2,21450,42900
F-1705,FT-934767,CL-291,PRD-FD025,13/05/2023,2023,mayo,Realista,1,68450,68450
F-1706,FT-934768,CL-052,PRD-FD033,13/05/2023,2023,mayo,Realista,3,26500,79500
F-1707,FT-934768,CL-213,PRD-FD014,12/05/2023,2023,mayo,Realista,2,10900,21800
F-1708,FT-934768,CL-015,PRD-FD014,12/05/2023,2023,mayo,Realista,4,11950,47800
F-1709,FT-934768,CL-080,PRD-FD036,12/05/2023,2023,mayo,Realista,2,87950,175900
F-1710,FT-934769,CL-280,PRD-FD040,12/05/2023,2023,mayo,Realista,3,150950,452850
F-1711,FT-934769,CL-158,PRD-FD039,10/05/2023,2023,mayo,Realista,4,17950,71800
F-1712,FT-934769,CL-028,PRD-FD040,10/05/2023,2023,mayo,Realista,1,127950,127950
F-1713,FT-934769,CL-019,PRD-FD030,09/05/2023,2023,mayo,Realista,2,5520,11040
F-1714,FT-934770,CL-232,PRD-FD006,09/05/2023,2023,mayo,Realista,4,18400,73600
F-1715,FT-934770,CL-257,PRD-FD019,09/05/2023,2023,mayo,Realista,2,65950,131900
F-1716,FT-934771,CL-178,PRD-FD032,09/05/2023,2023,mayo,Realista,4,25950,103800
F-1717,FT-934772,CL-160,PRD-FD027,08/05/2023,2023,mayo,Realista,3,11950,35850
F-1718,FT-934772,CL-032,PRD-FD027,08/05/2023,2023,mayo,Realista,3,79350,238050
F-1719,FT-934772,CL-032,PRD-FD023,08/05/2023,2023,mayo,Realista,2,25950,51900
F-1720,FT-934772,CL-034,PRD-FD037,08/05/2023,2023,mayo,Realista,2,25950,51900
F-1721,FT-934772,CL-081,PRD-FD018,08/05/2023,2023,mayo,Realista,3,25950,77850
F-1722,FT-934773,CL-085,PRD-FD008,07/05/2023,2023,mayo,Realista,3,68950,206850
F-1723,FT-934773,CL-021,PRD-FD038,07/05/2023,2023,mayo,Realista,2,48350,96700
F-1724,FT-934774,CL-268,PRD-FD022,07/05/2023,2023,mayo,Realista,4,21950,87800
F-1725,FT-934774,CL-230,PRD-FD003,07/05/2023,2023,mayo,Realista,3,25950,77850
F-1726,FT-934775,CL-195,PRD-FD009,07/05/2023,2023,mayo,Realista,4,68450,273800
F-1727,FT-934775,CL-194,PRD-FD027,06/05/2023,2023,mayo,Realista,3,11300,33900
F-1728,FT-934775,CL-070,PRD-FD035,06/05/2023,2023,mayo,Realista,1,7950,7950
F-1729,FT-934776,CL-061,PRD-FD026,05/05/2023,2023,mayo,Realista,1,21950,21950
F-1730,FT-934776,CL-083,PRD-FD025,05/05/2023,2023,mayo,Realista,3,5520,16560
F-1731,FT-934777,CL-266,PRD-FD030,05/05/2023,2023,mayo,Realista,3,8750,26250
F-1732,FT-934777,CL-098,PRD-FD004,04/05/2023,2023,mayo,Realista,2,42550,85100
F-1733,FT-934778,CL-075,PRD-FD031,03/05/2023,2023,mayo,Simulada,3,87950,263850
F-1734,FT-934778,CL-282,PRD-FD040,03/05/2023,2023,mayo,Simulada,1,10900,10900
F-1735,FT-934779,CL-195,PRD-FD015,02/05/2023,2023,mayo,Simulada,3,25950,77850
F-1736,FT-934779,CL-026,PRD-FD025,02/05/2023,2023,mayo,Simulada,2,169950,339900
F-1737,FT-934780,CL-168,PRD-FD001,02/05/2023,2023,mayo,Simulada,1,16500,16500
F-1738,FT-934780,CL-155,PRD-FD011,02/05/2023,2023,mayo,Simulada,4,18400,73600
F-1739,FT-934780,CL-279,PRD-FD006,01/05/2023,2023,mayo,Simulada,1,85950,85950
F-1740,FT-934780,CL-074,PRD-FD001,01/05/2023,2023,mayo,Simulada,4,10900,43600
F-1741,FT-934781,CL-118,PRD-FD025,01/05/2023,2023,mayo,Simulada,4,79350,317400
F-1742,FT-934781,CL-225,PRD-FD016,30/04/2023,2023,abril,Simulada,2,25950,51900
F-1743,FT-934782,CL-145,PRD-FD011,30/04/2023,2023,abril,Simulada,2,65950,131900
F-1744,FT-934782,CL-158,PRD-FD017,29/04/2023,2023,abril,Simulada,1,79350,79350
F-1745,FT-934783,CL-180,PRD-FD009,29/04/2023,2023,abril,Simulada,2,68950,137900
F-1746,FT-934784,CL-018,PRD-FD004,29/04/2023,2023,abril,Simulada,3,68950,206850
F-1747,FT-934784,CL-133,PRD-FD023,28/04/2023,2023,abril,Simulada,3,20950,62850
F-1748,FT-934784,CL-275,PRD-FD027,28/04/2023,2023,abril,Simulada,4,85950,343800
F-1749,FT-934784,CL-196,PRD-FD008,28/04/2023,2023,abril,Simulada,1,65950,65950
F-1750,FT-934785,CL-286,PRD-FD023,27/04/2023,2023,abril,Simulada,3,150950,452850
F-1751,FT-934785,CL-200,PRD-FD020,27/04/2023,2023,abril,Simulada,2,9600,19200
F-1752,FT-934785,CL-063,PRD-FD024,26/04/2023,2023,abril,Simulada,2,65950,131900
F-1753,FT-934785,CL-264,PRD-FD035,26/04/2023,2023,abril,Simulada,2,27300,54600
F-1754,FT-934785,CL-077,PRD-FD018,25/04/2023,2023,abril,Simulada,4,85950,343800
F-1755,FT-934786,CL-272,PRD-FD014,25/04/2023,2023,abril,Simulada,2,150950,301900
F-1756,FT-934786,CL-170,PRD-FD020,24/04/2023,2023,abril,Simulada,4,25950,103800
F-1757,FT-934786,CL-087,PRD-FD024,24/04/2023,2023,abril,Simulada,1,8750,8750
F-1758,FT-934786,CL-228,PRD-FD002,24/04/2023,2023,abril,Simulada,1,48350,48350
F-1759,FT-934787,CL-110,PRD-FD013,24/04/2023,2023,abril,Simulada,2,20950,41900
F-1760,FT-934787,CL-164,PRD-FD029,24/04/2023,2023,abril,Simulada,3,20950,62850
F-1761,FT-934788,CL-172,PRD-FD013,23/04/2023,2023,abril,Simulada,4,68450,273800
F-1762,FT-934789,CL-242,PRD-FD005,23/04/2023,2023,abril,Simulada,2,62950,125900
F-1763,FT-934789,CL-292,PRD-FD031,21/04/2023,2023,abril,Simulada,2,21450,42900
F-1764,FT-934789,CL-249,PRD-FD004,19/04/2023,2023,abril,Simulada,2,26600,53200
F-1765,FT-934789,CL-213,PRD-FD034,19/04/2023,2023,abril,Simulada,1,31408,31408
F-1766,FT-934790,CL-283,PRD-FD005,19/04/2023,2023,abril,Simulada,4,25950,103800
F-1767,FT-934791,CL-192,PRD-FD003,18/04/2023,2023,abril,Simulada,2,11950,23900
F-1768,FT-934791,CL-224,PRD-FD031,18/04/2023,2023,abril,Simulada,4,103950,415800
F-1769,FT-934792,CL-114,PRD-FD007,18/04/2023,2023,abril,Simulada,2,48950,97900
F-1770,FT-934792,CL-047,PRD-FD034,16/04/2023,2023,abril,Simulada,1,21950,21950
F-1771,FT-934792,CL-009,PRD-FD021,15/04/2023,2023,abril,Simulada,4,11950,47800
F-1772,FT-934792,CL-180,PRD-FD008,15/04/2023,2023,abril,Simulada,4,124080,496320
F-1773,FT-934792,CL-059,PRD-FD025,14/04/2023,2023,abril,Simulada,2,27300,54600
F-1774,FT-934793,CL-106,PRD-FD023,13/04/2023,2023,abril,Simulada,1,127950,127950
F-1775,FT-934793,CL-139,PRD-FD017,13/04/2023,2023,abril,Simulada,2,39950,79900
F-1776,FT-934793,CL-262,PRD-FD006,13/04/2023,2023,abril,Simulada,3,9600,28800
F-1777,FT-934794,CL-076,PRD-FD037,12/04/2023,2023,abril,Simulada,3,48350,145050
F-1778,FT-934794,CL-033,PRD-FD027,12/04/2023,2023,abril,Simulada,3,48950,146850
F-1779,FT-934794,CL-035,PRD-FD025,12/04/2023,2023,abril,Simulada,2,31408,62816
F-1780,FT-934794,CL-184,PRD-FD022,11/04/2023,2023,abril,Simulada,4,20950,83800
F-1781,FT-934794,CL-222,PRD-FD029,10/04/2023,2023,abril,Simulada,4,25950,103800
F-1782,FT-934795,CL-027,PRD-FD030,10/04/2023,2023,abril,Simulada,2,169950,339900
F-1783,FT-934795,CL-104,PRD-FD028,10/04/2023,2023,abril,Simulada,1,81050,81050
F-1784,FT-934796,CL-127,PRD-FD020,10/04/2023,2023,abril,Simulada,2,25950,51900
F-1785,FT-934796,CL-291,PRD-FD004,08/04/2023,2023,abril,Simulada,2,81050,162100
F-1786,FT-934796,CL-173,PRD-FD008,08/04/2023,2023,abril,Simulada,2,169950,339900
F-1787,FT-934796,CL-125,PRD-FD020,06/04/2023,2023,abril,Simulada,4,103950,415800
F-1788,FT-934797,CL-269,PRD-FD006,05/04/2023,2023,abril,Simulada,3,18400,55200
F-1789,FT-934797,CL-015,PRD-FD020,05/04/2023,2023,abril,Simulada,2,42550,85100
F-1790,FT-934797,CL-086,PRD-FD004,05/04/2023,2023,abril,Simulada,2,62950,125900
F-1791,FT-934797,CL-144,PRD-FD036,05/04/2023,2023,abril,Simulada,2,21950,43900
F-1792,FT-934798,CL-107,PRD-FD014,04/04/2023,2023,abril,Simulada,2,18400,36800
F-1793,FT-934798,CL-206,PRD-FD028,04/04/2023,2023,abril,Simulada,4,68450,273800
F-1794,FT-934798,CL-270,PRD-FD012,04/04/2023,2023,abril,Simulada,1,68950,68950
F-1795,FT-934798,CL-089,PRD-FD039,03/04/2023,2023,abril,Simulada,2,42550,85100
F-1796,FT-934799,CL-034,PRD-FD027,03/04/2023,2023,abril,Simulada,1,21950,21950
F-1797,FT-934799,CL-076,PRD-FD018,03/04/2023,2023,abril,Simulada,4,25950,103800
F-1798,FT-934800,CL-079,PRD-FD019,02/04/2023,2023,abril,Simulada,4,16950,67800
F-1799,FT-934801,CL-243,PRD-FD034,02/04/2023,2023,abril,Simulada,4,25950,103800
F-1800,FT-934801,CL-225,PRD-FD014,02/04/2023,2023,abril,Simulada,1,7950,7950
F-1801,FT-934801,CL-173,PRD-FD013,02/04/2023,2023,abril,Simulada,4,26600,106400
F-1802,FT-934801,CL-059,PRD-FD010,02/04/2023,2023,abril,Simulada,2,7950,15900
F-1803,FT-934802,CL-092,PRD-FD009,01/04/2023,2023,abril,Simulada,1,48350,48350
F-1804,FT-934803,CL-028,PRD-FD030,01/04/2023,2023,abril,Simulada,1,68950,68950
F-1805,FT-934804,CL-202,PRD-FD033,01/04/2023,2023,abril,Simulada,3,26600,79800
F-1806,FT-934804,CL-037,PRD-FD002,01/04/2023,2023,abril,Simulada,4,87950,351800
F-1807,FT-934804,CL-122,PRD-FD011,01/04/2023,2023,abril,Simulada,4,21450,85800
F-1808,FT-934804,CL-265,PRD-FD001,30/03/2023,2023,marzo,Simulada,2,11300,22600
